SampleID	Haplogroup	Overall_Rank
HG01611	U4a2f	0.8069
HG01614	H2a	0.6795
HG01616	T2b13a	0.7587
HG01621	V2b	0.6965
HG01622	HV0+195	0.6301
HG01627	T2a1b1a1b	0.7884
HG01629	U6a1a	0.7661
HG01633	T2a1a	0.7840
HG01667	H8c	0.7815
HG01671	U4c1	0.7842
HG01674	U5b1f1a	0.8381
HG01677	H5a1g	0.7207
HG01681	H5a3a1	0.6668
HG01683	T2b5	0.8192
HG01687	K1c1	0.7867
HG01696	H32	0.7212
HG01698	T1a1	0.8337
HG01701	T2b33	0.8098
HG01703	HV0a	0.5655
HG01706	U4b3	0.7896
HG01711	HV4a1a	0.6968
HG01748	U5b3a2	0.7819
HG01755	U4	0.8374
HG01763	U5b1+16189+@16192	0.7545
HG01772	H+16129	0.6079
HG01774	H6a1a	0.7192
HG01778	H1ag	0.6160
HG01780	H2a	0.6568
HG01782	H2a	0.6668
HG01881	L2c1	0.8391
HG01884	L1b2	0.7885
HG01887	L1b2	0.7660
HG01888	L2a1+16189  (16192)	0.8117
HG01891	L2a1a2	0.7868
HG01895	L3d3	0.7344
HG01897	L2a1c3	0.7819
HG01898	B2	0.6632
HG01916	L2a1+16189  (16192)	0.8261
HG01919	A2+(64)	0.7311
HG01922	D1	0.7603
HG01925	B2	0.6421
HG01928	B2	0.6279
HG01934	L2a1a	0.8158
HG01937	B2	0.7499
HG01940	D1	0.7295
HG01943	C	0.7095
HG01946	B2	0.6738
HG01949	C	0.7523
HG01952	A2	0.7370
HG01955	A2+(64)	0.7705
HG01959	L2a1e1	0.7962
HG01960	L2c	0.8193
HG01969	B2	0.6438
HG01972	B2	0.6819
HG01975	B2	0.6762
HG01978	H13a1a1	0.7016
HG01981	B2	0.6675
HG01983	B2y	0.7342
HG01984	B2y	0.7342
HG01987	L3e2a1a	0.7969
HG01993	B2o	0.6710
HG01998	D1	0.7573
HG02004	B2	0.6740
HG02011	L1c1d	0.7956
HG02015	M23	0.6042
HG02018	M7b1a1	0.7435
HG02024	M10a1a1b1	0.7770
HG02027	M74a	0.8171
HG02030	M7b1a1f	0.7718
HG02055	U6a3c	0.7904
HG02056	M7b1a1+(16192)	0.7138
HG02059	M7b1a1e1	0.7579
HG02068	B4b1c1	0.7506
HG02071	R0+16189	0.6697
HG02074	M7b1a1e1	0.7711
HG02077	B5a	0.7172
HG02080	M9a1a3	0.8525
HG02083	M7b1a1a2	0.7358
HG02091	B2	0.5887
HG02106	D4h3a9	0.7988
HG02120	M7b1a1f	0.7498
HG02126	M7c1a	0.6563
HG02129	F2a+@16291	0.8180
HG02132	F1a'c'f	0.7707
HG02135	F1a1a1	0.7746
HG02145	L2c	0.8064
HG02148	D1	0.7521
HG02222	K1a4	0.8440
HG02225	H1ak	0.7130
HG02229	H15b	0.6889
HG02234	T2	0.7891
HG02237	T2b3+151	0.7554
HG02240	H2a	0.6368
HG02257	C1d	0.6952
HG02258	L3e2b	0.8544
HG02261	A2	0.8114
HG02273	B2	0.7590
HG02279	C	0.7251
HG02280	L3e2b	0.8274
HG02287	B2	0.6461
HG02293	C	0.6974
HG02300	A2+(64)+@153	0.7761
HG02302	A2+(64)+@153	0.7881
HG02303	A2+(64)+@153	0.6972
HG02316	L3d1b2	0.7651
HG02321	L1c2a1b	0.8012
HG02451	L3e2a	0.7370
HG02463	L2c	0.8236
HG02466	L3b2	0.8294
HG02492	HV2	0.5727
HG02495	U7a3a	0.8345
HG02514	F1a2a	0.7666
HG02523	M9a4a2	0.7829
HG02524	M7c1a	0.7379
HG02525	B4b1a2a	0.6855
HG02526	B4b1a2a	0.6855
HG02563	L1b1	0.7889
HG02569	L2a1l	0.8294
HG02572	L1b1a14	0.8004
HG02575	L3d2a	0.7761
HG02584	L3d1a1b	0.7519
HG02587	L3d1b1b	0.7343
HG02590	L1b1	0.7822
HG02596	L2b3c	0.7596
HG02602	M35	0.7047
HG02605	T2d1b	0.8124
HG02612	L1c1	0.7411
HG02615	L3h1b2	0.7863
HG02622	U6a3f	0.7777
HG02625	L2c	0.8291
HG02630	L2a1l	0.8122
HG02636	L1b1a14	0.7953
HG02644	L2c	0.8331
HG02647	L1b1	0.7799
HG02650	T2g	0.7186
HG02653	HV13a	0.7387
HG02656	M2a1a	0.7249
HG02659	M4a	0.7495
HG02662	H2a	0.5616
HG02668	L2c	0.8082
HG02677	L2a1a3	0.7703
HG02680	L2a1c	0.8083
HG02683	F1c1a	0.7916
HG02686	M49c	0.7228
HG02689	M4	0.7472
HG02692	M2a1a	0.7823
HG02698	R30b1	0.6529
HG02701	M30d1	0.8193
HG02704	L2c	0.8065
HG02717	L2a1l	0.8108
HG02723	L3b2	0.7959
HG02726	M6a1b	0.8265
HG02729	M4"67	0.7411
HG02735	W6	0.7853
HG02738	G3b	0.8433
HG02761	L2b1a	0.7878
HG02762	L2a1a3	0.7927
HG02764	U6a5	0.8210
HG02770	L3e4a	0.7762
HG02773	L1b1	0.7628
HG02776	U7b	0.8184
HG02785	M5a1b	0.7897
HG02788	M5a1b	0.7820
HG02791	R	0.6485
HG02794	M3a1b	0.7565
HG02800	L2d+16129	0.8605
HG02806	L3h1b2	0.7691
HG02809	L2a1c	0.7944
HG02812	L1b1a1'4	0.7682
HG02815	L2c	0.8102
HG02818	L3e3b	0.8134
HG02821	L1b2a	0.7808
HG02838	L2b3c	0.7743
HG02841	L1b1a1'4	0.7845
HG02853	L2a1a	0.8294
HG02856	L1b1a1'4	0.7871
HG02862	L2a1c3a1	0.7620
HG02869	L1b1	0.7914
HG02871	L2a1a3	0.8096
HG02880	L2c	0.7945
HG02883	L2c	0.8177
HG02886	L2a1+16189  (16192)	0.8116
HG02889	L2c	0.8385
HG02892	L1b1a1'4	0.7765
HG02897	L2c	0.8331
HG02924	L2a1a1	0.7983
HG02945	L3e3b	0.7502
HG02948	L3f1b3	0.7459
HG02954	L2b1b	0.7688
HG02964	L2a1+16189  (16192)	0.8261
HG02965	L3e2b	0.8175
HG02966	L2a1+16189  (16192)	0.8261
HG02972	L2d1a	0.8661
HG02975	L1b1a3	0.7938
HG02978	L3e1a	0.7968
HG02980	L2a1	0.7960
HG02984	L1c3a1a	0.7572
HG03008	M2b	0.7917
HG03017	M18a	0.8361
HG03026	L3e4a	0.8280
HG03029	L2a1	0.8010
HG03033	L3h1b2	0.8435
HG03034	L2c	0.8331
HG03035	L2c	0.8331
HG03041	L3d1'2'3'4'5'6	0.7526
HG03047	L2b1a	0.7859
HG03050	L2c	0.8272
HG03056	L3b1	0.7261
HG03065	L2a1i	0.8062
HG03098	L2a1l	0.8294
HG03101	L1b1	0.7720
HG03110	L3b1a	0.7468
HG03113	L3f1b3	0.7539
HG03116	L2a1a2c	0.8083
HG03119	L2a1c1	0.7966
HG03122	L2a1+143+16189  (16192)	0.8210
HG03125	L2a1a2	0.8198
HG03128	L3e1a3b	0.7983
HG03131	L3d2a	0.8306
HG03134	L2a1b1	0.7599
HG03137	L2a1f1	0.8102
HG03161	L2a1+143+16189  (16192)+@16309	0.8190
HG03164	L3f1b+16292+150	0.7378
HG03170	L1c2a1	0.7679
HG03191	L4b2b	0.7530
HG03197	L3e2b	0.8544
HG03200	L3d5a	0.7828
HG03230	M3a2	0.7515
HG03236	H+73	0.6028
HG03239	J1	0.8359
HG03242	L3d1a1b	0.7480
HG03248	L3d2a	0.8051
HG03249	L2c2	0.8373
HG03250	L2c	0.7979
HG03251	L2c	0.7979
HG03260	L4b1a	0.7514
HG03269	L0a1a2	0.7828
HG03272	L1b1a18	0.7868
HG03296	L3b1	0.7938
HG03299	L2a1f1	0.8234
HG03302	L1c2b1a'b	0.7613
HG03305	L3f1b4c	0.7853
HG03306	L1b1a18	0.8016
HG03307	L3f1b1a	0.7848
HG03308	L1b1a18	0.7923
HG03309	L3e2b	0.8197
HG03310	L3e2b	0.8036
HG03312	L2a1c1	0.8057
HG03314	L2a1c1	0.8185
HG03344	L2a1+143+16189  (16192)	0.8083
HG03350	L1b1	0.7875
HG03368	L3d1'2'3'4'5'6	0.7436
HG03371	L3e3b	0.7645
HG03373	L4b2b	0.7357
HG03374	L3e3b	0.7434
HG03438	L1b1a14	0.7964
HG03453	L2a1	0.8295
HG03454	L2a1l1b	0.7974
HG03456	L2c	0.8514
HG03480	U6a3	0.8407
HG03486	L2a1l	0.7992
HG03487	H+152	0.5865
HG03489	M38a	0.7127
HG03492	R6a2	0.7610
HG03516	L2a1	0.8050
HG03519	L0a1a2	0.8019
HG03522	L3e1	0.7964
HG03540	L2a1a3	0.8044
HG03574	L0a1a	0.7997
HG03576	L2a1f1	0.7920
HG03579	L2a1a1	0.8043
HG03582	L3b1a+152	0.8114
HG03584	L3h1b1a	0.7581
HG03596	M49c	0.7389
HG03605	M4"67+16311	0.7609
HG03606	M4"67	0.7324
HG03617	M3	0.8098
HG03618	U2c1a	0.8159
HG03620	U2c1b	0.7403
HG03626	T2	0.6920
HG03633	M5a1a	0.8052
HG03635	M33d	0.8133
HG03639	M49c	0.7578
HG03641	M4"67	0.6955
HG03650	J1b3b	0.8002
HG03651	J1b3b	0.8002
HG03654	U2a2	0.7453
HG03669	M3	0.6638
HG03682	R7a	0.7175
HG03683	M2b	0.7624
HG03688	U1a	0.8683
HG03699	U5a1i1	0.8854
HG03700	U2e1b	0.7443
HG03701	U2e1b	0.7443
HG03704	U2b2	0.7956
HG03707	R	0.6485
HG03710	M6a1a	0.8003
HG03719	M6a1a	0.7528
HG03721	J1	0.7476
HG03725	M5a4	0.7823
HG03732	J1	0.7476
HG03761	M5a2a2	0.8051
HG03763	R5a1	0.6812
HG03794	M5b2	0.7755
HG03795	A21	0.7671
HG03797	U5a1i1	0.8905
HG03798	M47	0.6515
HG03799	M3	0.7877
HG03801	M3	0.7877
HG03804	U2b2	0.8270
HG03806	R30a	0.6647
HG03807	M4	0.7722
HG03816	M5a	0.7907
HG03825	U2b2	0.8473
HG03831	U2a1a	0.7955
HG03834	M35b4	0.8066
HG03904	M5c1	0.6956
HG03906	M5c1	0.6956
HG03909	M3	0.8191
HG03915	M2a1a	0.7823
HG03927	M3	0.8362
HG03929	M57+152	0.8141
HG03930	M6	0.7657
HG03942	M3	0.7999
HG03992	M5a	0.7102
HG04036	M5a	0.7727
HG04115	M30	0.8123
HG04122	M36	0.6790
HG04127	M36	0.6906
HG04132	M33a2a	0.7759
HG04133	M33a2a	0.7540
HG04135	M12a1b	0.7264
HG04136	M12a1b	0.7264
HG04142	M30+16234	0.8554
HG04147	U2b1	0.7683
HG04148	U2b1	0.7683
HG04149	M49c	0.7824
HG04150	M3d1a	0.8151
HG04151	M3d1a	0.8381
HG04157	W3a1b	0.8510
HG04160	U5a1g1	0.8246
HG04174	M64	0.7466
HG04175	M64	0.7466
HG04184	M3	0.7924
HG04187	M3	0.7511
HG04191	N8	0.7425
HG04192	N8	0.7630
HG04193	N8	0.7630
HG04199	U2c1a	0.7509
HG04204	M33a2a	0.7787
HG04215	M33a2a	0.7571
HG04217	U2b2	0.8473
HG04228	R7a1	0.7711
NA06991	U4b1a1a	0.8433
NA06993	H24b	0.7326
NA06995	T1a6	0.8242
NA06997	U5a2a1	0.8180
NA07014	H11a2	0.8024
NA07019	W1c1	0.8593
NA07022	U2e1a1c	0.8723
NA07029	T2b	0.7821
NA07031	H11a2	0.7138
NA07034	H1a3	0.7742
NA07045	U5a2a1	0.8180
NA07055	H2a1	0.8092
NA07345	H1p	0.6342
NA07346	H2a2a1e	0.7049
NA07348	H1p	0.7276
NA07349	H2a2a1e	0.7212
NA07435	H6a1a2b	0.6548
NA10830	V2	0.7709
NA10831	U4b1b1	0.8407
NA10835	H1c1	0.7719
NA10836	H13a1a	0.7535
NA10837	J2a1a1a	0.8845
NA10838	H+152	0.6580
NA10839	H5b1	0.6928
NA10840	U2e1b2	0.8207
NA10842	H2a1e	0.8011
NA10843	H1a1a1	0.7660
NA10845	H3a1a	0.6964
NA10846	K1a3	0.8400
NA10852	T2b1	0.8094
NA10854	H4a1a1a	0.7822
NA10855	H2a5	0.7653
NA10856	U5b2a1a1	0.8072
NA10857	J1c3c	0.8895
NA10859	J1c2e	0.8527
NA10860	H5a1b	0.7918
NA10861	H11a1	0.6684
NA10863	J1c1e	0.8811
NA10864	T1a6	0.8375
NA10865	K1b1a1d	0.8833
NA11839	U5a1f1a1	0.8412
NA11882	J1c2e	0.8550
NA11891	K1a11	0.8218
NA11917	H1a	0.7784
NA11993	H5a1b	0.7918
NA12056	U5b2b1a1	0.8660
NA12057	HV0a	0.6962
NA12145	K1a3	0.8588
NA12146	H2a	0.6260
NA12236	V2	0.7709
NA12239	H3v1	0.7173
NA12248	U5b2a2b	0.8686
NA12264	H1ap	0.7444
NA12274	T2c1e	0.8169
NA12329	U5b2a1a1a	0.8428
NA12335	H1e1a	0.6798
NA12336	W3a1	0.7854
NA12343	W3a1	0.8077
NA12344	U5a1	0.8905
NA12376	HV15	0.6718
NA12386	W1c1	0.8050
NA12485	J2b1a3	0.8560
NA12707	H1b1	0.7651
NA12739	H7a1b	0.5781
NA12740	U5a1a2b	0.8705
NA12752	U5b1e	0.8084
NA12753	T2b	0.8221
NA12766	U3a1	0.8125
NA12767	H52	0.7537
NA12801	U5a2a1	0.8068
NA12802	H27	0.7648
NA12817	H	0.7343
NA12818	H47a	0.7901
NA12832	U5a2c3a	0.8299
NA12864	H11a6	0.7206
NA12865	H1a	0.7430
NA12875	H1a	0.7430
NA12877	H1+152	0.6783
NA12891	H1e1a+16278	0.7126
NA12892	H13a1a1a	0.7930
NA18484	L3e2b	0.8274
NA18485	L2a1a	0.7976
NA18487	L2a1l3	0.8153
NA18497	L3e2a	0.7680
NA18500	L3e2b1a2	0.7958
NA18503	L2a1f2	0.7802
NA18506	L3b1a7	0.7445
NA18515	L2c2b1a	0.8451
NA18518	L3f1b4b	0.7933
NA18521	L2a1+143+16189  (16192)+@16309	0.8013
NA18852	L3b1a7	0.7854
NA18854	L3b1a7	0.7649
NA18855	L1b1a3	0.7890
NA18857	L1b1a3	0.7890
NA18859	L2a1m	0.8053
NA18860	L3b3	0.8182
NA18862	L3e3b	0.8134
NA18863	L0a1a2	0.8050
NA18869	L3d1a1b	0.7580
NA18872	L2b3a	0.7395
NA18875	L3e3b	0.7926
NA18906	L0a1a2	0.8036
NA18911	L3e4a	0.8163
NA18913	L3e2a	0.7345
NA18914	L2a1c4a	0.8003
NA18925	L1b1a3	0.8019
NA18930	L3b2b	0.8218
NA18935	L1b1a15	0.7919
NA19094	L2a1c5	0.7726
NA19097	L2a1a2	0.8227
NA19100	L2a1m	0.7767
NA19101	L2a1c5	0.8138
NA19103	L2a1a1	0.7850
NA19109	L2e1a	0.8077
NA19115	L3e1a3b	0.8248
NA19120	L2a1e1	0.8163
NA19122	L2c1	0.8336
NA19123	L2c1	0.8336
NA19127	L2a1b1	0.8096
NA19128	L1b1	0.7736
NA19132	L1b1	0.7731
NA19139	L0a1a2	0.7879
NA19140	L3f1b3	0.7334
NA19142	L3f1b3	0.7334
NA19145	L3b1a7	0.7252
NA19148	L3e2b	0.7957
NA19150	L3e2b	0.8158
NA19151	L2a1c5	0.8274
NA19154	L2a1b	0.7716
NA19161	L3f1b4c	0.7772
NA19173	L3f1b+16292+150	0.6828
NA19174	L3e2a	0.7978
NA19176	L1b1a3b	0.7960
NA19177	L1b1a3b	0.7960
NA19186	L2b1a	0.8003
NA19191	L1b1a15	0.7833
NA19199	L2b	0.7631
NA19202	L2e1	0.7930
NA19203	L1b1	0.8060
NA19205	L3e2a	0.8395
NA19208	L1b1a3b	0.7925
NA19211	L2b1b	0.7844
NA19215	L3e2a	0.8204
NA19221	L3b1a8	0.8137
NA19224	L2a1+143+16189  (16192)	0.7975
NA19226	L2c2	0.8543
NA19237	L3e2b	0.8274
NA19240	L3e2b	0.8078
NA19249	L2b3c	0.7431
NA19258	L3b1a	0.8181
NA19650	H1ba	0.7190
NA19653	A2	0.7971
NA19656	B2	0.6741
NA19659	C1b12	0.7770
NA19660	A2m	0.7350
NA19662	A2m	0.7350
NA19665	A2ak	0.7676
NA19671	B2a1	0.7340
NA19675	A2+(64)	0.7679
NA19677	A2+(64)	0.7679
NA19680	A2+(64)	0.7679
NA19683	B2x	0.7181
NA19685	A2m	0.7088
NA19686	B2t	0.7944
NA19702	D1	0.7250
NA19705	L3e2a1a	0.8438
NA19718	D1d2	0.7485
NA19721	D1	0.7387
NA19724	A2r1	0.7768
NA19727	V25	0.7358
NA19730	D1h2	0.8162
NA19733	B2c1c	0.7098
NA19748	A2m	0.7658
NA19751	B2a	0.7310
NA19757	D1k	0.8059
NA19760	A2v	0.7912
NA19763	B2m	0.7359
NA19772	A2ai	0.8137
NA19775	C1b14	0.7369
NA19778	W+194	0.8181
NA19781	H10e	0.7460
NA19784	A2+(64)+@153	0.7731
NA19787	B2l	0.6321
NA19790	C1b3	0.7482
NA19796	A2o	0.7623
NA19828	L3e2b	0.7748
NA19836	L2c	0.8262
NA19902	L3f1b1a	0.8019
NA19918	L1c1b	0.8126
NA19919	L1b2	0.7703
NA19924	L2a1c3a1	0.7346
NA19983	L0a2a2a1	0.7906
NA20128	L2c	0.8282
NA20129	L3e2a	0.8494
NA20279	L1b1	0.7965
NA20358	L2a1e1	0.8107
